blue_average_level,blue_total_gold,blue_totalDamageDoneToChampions,blue_totalDamageDone,blue_minionsKilled,blue_timeEnemySpentControlled,blue_jungleMinionsKilled,blue_currentGold,blue_first_blood,blue_champions_killed,red_average_level,red_total_gold,red_totalDamageDoneToChampions,red_totalDamageDone,red_minionsKilled,red_timeEnemySpentControlled,red_jungleMinionsKilled,red_currentGold,red_first_blood,red_champions_killed,blue_win
6.8,18811,16789,119847,195,432030,44,3691,1,10,7.2,16543,12053,119008,209,887258,64,3323,0,6,1
7.4,18072,12986,146334,233,365270,52,3947,1,7,6.8,16508,14018,139773,209,378320,55,3348,0,6,1
6.8,17493,13488,107918,204,309601,48,2313,1,9,7.0,15659,11658,133521,235,287194,60,3309,0,4,0
6.0,13483,14116,111852,163,625640,44,1618,1,2,7.6,20099,20171,145815,238,371684,48,2229,0,13,1
7.0,18035,15873,137339,235,284868,56,5005,0,7,7.0,16657,16328,104228,202,164075,40,3347,1,9,0
7.6,21819,19053,154502,200,637168,70,2139,0,15,6.8,16331,17353,99050,167,509617,32,2281,1,7,0
7.4,18429,15511,160485,248,359093,64,2229,1,6,7.2,16343,14043,111507,178,260771,50,4407,0,6,0
6.6,16680,13517,131677,204,375253,50,3865,0,7,7.2,18774,17446,147552,230,197700,48,5489,1,11,0
7.0,18799,16938,156382,254,324686,56,4599,1,7,7.0,17090,14252,137767,194,320963,64,4100,0,6,0
6.6,13458,16425,103707,174,176572,32,1443,0,1,7.0,18507,19103,143251,192,419892,56,3377,1,13,1
7.0,18408,16101,134900,193,242946,62,3563,1,10,6.4,15449,13695,96989,178,214035,33,2709,0,6,0
7.0,22340,17743,155263,211,450923,51,3855,1,15,6.8,16232,13647,129974,203,407225,68,3462,0,5,0
7.0,15947,10810,126821,210,530604,54,3492,0,5,7.2,17995,19864,159506,247,400769,61,3050,1,6,0
7.0,19320,14679,140044,221,420517,68,4255,1,12,6.8,14966,17602,129698,231,136783,40,3106,0,4,0
7.0,18377,16684,130417,198,292660,59,2737,1,9,6.6,16332,12622,118580,192,202833,48,2442,0,6,0
7.0,16105,13997,138375,202,368096,75,3265,0,5,7.2,17284,13170,123478,248,201695,48,3864,1,8,1
6.8,17290,17192,123455,205,416109,44,4255,1,8,6.8,17908,16151,109134,209,233841,36,3373,0,9,1
7.2,19512,20770,149977,248,360171,40,2452,1,10,6.8,15632,9668,125452,210,242349,53,2557,0,4,0
7.0,16136,15850,112698,234,323996,36,1591,1,5,7.2,18809,17314,161409,260,555534,54,844,0,9,1
7.2,19326,14649,151240,238,161128,59,1466,1,9,7.0,17134,11954,123838,200,428685,60,4469,0,6,0
6.6,15481,11908,116499,211,477201,48,2116,0,5,6.6,17552,14814,129719,212,328487,60,3297,1,7,0
6.8,17181,16011,115106,188,321996,44,2781,1,10,6.6,16481,15829,122780,220,570903,52,2261,0,7,0
7.2,18700,15157,125895,236,389904,60,4465,1,8,6.8,15708,12749,122602,183,826949,60,3943,0,4,0
7.2,18612,16527,125967,246,454285,52,4327,0,9,6.8,15386,12190,136762,173,367939,60,2776,1,6,0
6.8,17641,17166,121020,229,272423,52,2371,0,9,7.0,18433,18047,121237,193,207315,48,2633,1,11,0
7.0,16613,16182,122054,240,133069,44,1228,1,6,6.8,15389,11599,104684,232,193767,40,2094,0,5,1
6.6,17362,13538,132411,219,146488,46,1762,1,6,7.0,17435,14019,113253,189,383454,48,3650,0,10,0
6.8,19891,21455,137947,166,200209,50,731,1,14,6.4,15242,9241,101666,187,190835,44,3842,0,4,0
7.4,19053,16119,134594,252,463561,47,4483,1,11,6.4,14632,11265,118631,223,352855,52,2502,0,2,0
7.2,17735,14846,143259,189,261897,56,2305,1,9,7.0,18371,15621,135168,202,316754,52,2466,0,9,1
7.0,15612,11615,137221,210,309160,64,2042,1,4,7.2,15566,9302,132597,253,340718,60,3201,0,5,1
6.8,15170,10451,107230,213,363372,44,2935,1,4,6.8,18317,16842,148092,224,335031,56,5522,0,8,1
6.4,21699,26644,105816,182,393521,20,5334,0,17,5.6,17767,20449,95811,129,438863,38,1102,1,11,0
7.2,18140,17090,147904,245,312199,52,6365,1,5,7.2,14671,10064,127352,213,476190,56,3206,0,3,0
7.2,18198,15790,132044,177,279446,64,4453,0,7,7.0,17483,16676,127286,193,201004,60,2628,1,8,1
7.2,15536,9083,122540,221,194505,56,2956,0,3,7.4,15816,9377,168126,241,296999,76,2291,1,2,1
6.6,16787,12850,127220,234,442784,44,4157,0,6,6.6,16545,10981,121674,234,254790,47,4185,1,7,1
6.6,13988,10622,126851,206,525503,56,4108,0,0,6.8,16736,14087,123776,221,261161,48,2341,1,6,1
7.6,21518,19186,149347,240,332666,52,5053,1,13,6.8,14625,15756,93004,165,199604,52,1770,0,4,0
7.4,18147,14956,122363,235,194240,36,1837,0,9,7.0,15986,17504,123283,226,212537,40,1631,1,5,0
7.0,16779,12444,116162,237,324700,40,4669,0,6,7.0,16273,13270,117173,216,184818,36,5178,1,7,1
6.8,18217,15689,123157,178,468496,53,3937,1,12,7.0,19525,25715,124855,216,296100,35,1915,0,14,0
7.6,20115,18715,179057,259,266710,72,4690,1,12,6.6,13780,9737,119121,166,334014,52,1600,0,2,0
6.8,16208,11101,127754,215,174617,56,2458,1,6,7.0,16336,12960,106882,176,368332,48,3141,0,8,1
7.4,17370,14067,141245,236,302799,60,5800,1,6,6.8,13897,7917,127247,219,1006905,64,1932,0,1,1
6.6,15321,13807,136250,220,560171,55,2371,0,3,6.8,15926,12238,136571,222,430751,64,3826,1,5,0
7.0,17845,13552,144373,236,303076,56,2765,1,7,7.0,16808,17587,129089,219,350849,56,2528,0,5,1
10.4,35016,43450,106053,104,268806,0,3106,1,18,11.0,34993,34914,92912,94,719769,0,6993,0,21,1
7.4,18550,18399,130889,220,347780,45,4410,0,9,6.8,17705,15785,134456,214,463112,53,1400,1,9,1
11.0,37691,45352,103236,102,571753,0,1491,0,21,11.6,38932,50913,115093,109,382029,0,2439,1,31,1
7.2,21625,24600,125160,207,196022,40,3824,1,17,6.4,13865,10063,93206,184,178072,40,2475,0,3,0
11.8,40251,65027,132222,118,402139,0,2981,0,34,11.0,37118,45235,91621,68,422899,0,1648,1,27,0
6.4,13972,14657,92872,166,410609,50,1212,0,2,7.2,18727,18042,133559,208,402005,49,4137,1,14,1
7.2,20274,18730,127323,207,305495,44,4294,1,14,7.0,16963,15143,132208,205,356041,52,3423,0,5,0
6.8,17223,11418,135981,234,372264,52,2013,0,6,7.2,17729,9743,144577,238,522364,72,4059,1,6,1
6.6,15217,15038,176230,181,473005,70,1447,0,5,7.0,17769,18529,123914,208,235605,36,5074,1,11,1
7.2,19522,19611,147389,243,348437,60,5787,1,12,6.6,16575,12761,110198,214,248274,36,2450,0,6,0
6.6,15760,12671,126135,212,644218,59,4115,0,5,6.6,15785,11466,116730,242,114302,32,3095,1,5,0
7.2,20866,17359,153611,221,401884,64,2566,1,10,6.8,14475,10680,128852,199,303405,58,2515,0,2,0
6.8,15156,12663,249597,228,260776,58,3691,1,3,6.8,16722,14026,114666,206,574585,52,3207,0,6,1
7.4,16691,11362,125534,237,210832,42,4331,0,7,6.8,15468,13430,132178,211,340808,60,2413,1,4,0
7.0,20906,20573,139670,193,1142166,55,5481,1,11,6.2,17342,16733,100048,167,410023,32,3212,0,8,0
6.8,19017,17612,144197,210,346417,43,1822,1,11,7.0,15556,15148,136267,163,1079902,80,3756,0,4,0
6.6,18807,14998,147560,207,297171,59,2507,0,10,7.0,18622,13381,138279,187,270895,67,3627,1,11,0
7.2,15667,21306,128158,213,513267,36,2582,0,4,7.0,16279,13788,118442,200,313835,55,2599,1,7,1
6.8,15721,14471,133338,239,455202,51,4946,1,2,7.2,16459,12389,132165,234,272822,52,4399,0,5,0
7.0,15374,12606,151215,229,102631,60,3714,0,3,7.4,17603,15085,153527,232,298900,64,3198,1,8,1
7.2,18434,15905,116854,223,358962,36,2489,1,10,7.0,16918,17176,146365,222,521062,60,2583,0,5,0
7.0,18308,14075,128393,233,386213,36,3758,1,10,6.8,15341,11391,115236,171,332539,59,1911,0,5,0
7.2,18042,11271,123457,194,225312,66,2937,1,8,6.4,15903,13077,108696,181,446094,42,4138,0,6,0
7.0,19581,13798,136423,218,158040,56,2851,1,8,6.4,17130,10479,110252,215,87709,43,1465,0,6,1
6.4,15200,15716,115190,160,313149,44,2075,1,5,7.2,19295,17619,102477,195,292092,44,2865,0,12,1
10.8,36262,44403,106420,110,576151,0,4452,0,23,10.8,35595,41772,93854,87,928977,0,3725,1,24,0
6.6,14257,11138,98669,206,312908,34,1592,0,3,6.8,18140,16027,134998,226,198988,58,3865,1,7,1
6.6,15646,15833,121384,160,293181,64,3206,0,5,7.2,19023,18414,139725,229,435211,64,3383,1,11,1
10.8,35646,41204,102610,80,570349,0,4336,0,21,11.6,38770,52203,129796,120,491611,0,5235,1,28,1
7.2,17095,11802,145649,241,155440,62,2455,0,5,6.8,15345,9708,121672,192,315308,57,4445,1,6,0
10.6,34897,39008,102835,110,259386,0,3647,1,17,11.0,36717,41609,112454,114,347478,0,6017,0,22,1
7.0,16486,15373,116952,212,251530,48,4291,1,7,7.0,16756,13521,144779,241,928371,60,3876,0,6,1
7.0,17387,13170,128296,188,237849,60,2922,1,7,7.0,16081,11339,152618,232,323989,76,3816,0,4,0
10.8,35823,43422,109270,94,385237,0,2473,1,25,10.8,37536,49262,113526,100,475783,0,9936,0,22,0
6.8,15896,11560,113855,231,197868,48,2721,1,5,6.6,16102,12850,122720,250,187380,48,1837,0,3,1
6.8,19014,17163,125141,225,391352,44,3649,1,13,6.8,19441,22427,141041,229,591848,44,3131,0,11,1
7.0,17004,14376,134112,206,295923,64,2999,0,6,7.2,18879,12139,159411,264,349633,64,2354,1,8,1
7.0,16521,16249,124514,196,219785,56,2671,1,6,6.6,16022,14641,112347,192,256471,32,2482,0,6,1
6.6,13997,10048,123256,225,282376,45,3662,0,0,6.6,14143,7010,119590,212,312048,54,4123,1,1,0
1.0,2671,775,2165,2,1123,0,171,0,0,1.2,2739,276,3890,3,10440,4,239,0,0,1
6.4,15777,12115,109943,173,424916,45,3012,1,5,6.4,15643,17189,108035,207,174240,35,2633,0,7,1
7.0,17646,14937,144059,229,341088,53,2996,0,9,7.2,18094,17007,152116,212,488775,66,4644,1,9,1
6.6,14366,13458,132626,193,199677,68,1886,0,4,7.6,18705,16896,153107,235,188056,72,6345,1,11,1
7.2,16488,17802,123109,227,422080,39,1658,0,7,6.8,14037,14377,117092,207,237524,50,1812,1,3,0
6.4,16083,15408,254139,184,383617,50,2773,1,5,7.0,17466,15941,113687,219,267904,39,3291,0,8,0
7.2,18997,18040,120949,216,980645,48,4067,0,12,6.6,14517,11853,99367,174,203754,36,1897,1,6,0
7.2,16945,13048,140524,243,495128,64,4220,1,6,7.2,15872,12636,133434,225,345814,52,1677,0,4,0
7.2,16859,15850,161219,235,528615,56,3614,1,5,7.0,15302,9936,135478,232,214341,52,1947,0,3,0
7.2,16964,11826,136346,233,408179,56,3044,1,6,6.8,15123,11112,139360,211,365595,60,3888,0,3,0
6.8,16544,14814,102554,214,374917,44,2979,0,7,6.8,16594,15915,103456,222,455569,38,2544,1,8,1
7.0,17580,18400,134747,185,250025,64,3260,1,9,7.0,16417,15072,106475,199,402281,48,4587,0,7,0
6.8,19136,15572,151010,252,415676,44,2101,1,8,7.0,14867,11225,102942,207,309649,48,3722,0,5,1
6.6,15020,12855,109601,199,416172,46,2825,1,4,7.0,17106,15487,138557,234,395709,58,3906,0,5,0
7.0,20560,23755,136777,190,318187,52,3070,1,15,6.6,15848,15387,105189,167,303353,52,1468,0,8,0
7.2,18121,13989,144378,254,344603,60,3756,1,7,7.2,15051,10280,116144,203,358582,56,4746,0,3,0
6.8,15328,13689,133876,207,924360,76,2568,0,3,6.8,14435,9572,90757,195,171198,36,3555,1,3,0
9.6,34378,36643,167006,215,427811,16,3603,0,12,9.6,32213,24057,159298,232,504044,8,5083,1,9,0
6.8,15331,9518,131466,207,159204,64,3656,0,3,7.0,18603,12592,144732,201,398648,60,3678,1,9,1
7.2,17751,14104,160960,243,1142249,88,5071,1,6,6.4,15356,13766,92154,228,412602,1,3171,0,5,0
6.4,15956,14464,122661,201,428511,50,2856,0,4,6.4,17410,16798,101365,185,189390,44,2995,1,11,1
6.8,17414,18928,103436,185,425576,42,1399,1,9,7.0,18435,17165,123247,184,347626,44,3280,0,11,0
7.4,15647,11931,140378,214,251920,60,6112,1,4,7.0,14444,10708,131272,234,185105,50,7649,0,1,1
7.2,18580,13549,132297,223,316876,52,2825,1,10,7.0,15401,12969,128542,208,916337,68,2751,0,4,0
7.0,15938,11470,144321,249,189317,60,1203,0,4,6.8,14609,9926,108109,164,356226,51,2034,1,4,1
12.0,43084,64102,141278,109,371082,0,6249,1,41,11.8,39460,64353,128775,107,831122,0,2525,0,35,0
6.4,13427,8610,105440,188,278458,47,2957,0,2,7.0,16585,12596,111517,218,251671,48,4600,1,7,1
6.4,16845,14678,121293,200,404020,48,3340,1,7,7.4,19412,17939,141851,223,403873,64,5227,0,12,1
10.8,37265,43174,126976,113,564849,0,3025,0,22,10.8,36424,52959,115312,109,450997,0,1789,1,25,0
7.0,14445,16194,132954,184,487026,68,2925,1,4,7.2,16247,19314,118152,216,690217,39,1742,0,7,1
7.4,16326,15952,125584,245,446875,44,4271,0,6,7.2,16452,13177,151417,219,384864,64,2937,1,6,0
6.8,16440,18954,120290,180,198707,44,2350,1,8,7.0,16751,16750,113323,161,146627,56,4576,0,9,1
7.2,17581,13676,134289,244,316464,50,4941,1,7,6.8,14936,9311,108577,231,320481,38,3996,0,4,1
6.6,14744,17120,114429,196,432656,44,1594,0,4,7.6,21309,21516,182615,259,421448,71,5479,1,14,1
6.8,17036,15358,126289,184,857562,52,2321,1,11,7.0,17184,16021,133000,185,298441,60,3739,0,8,1
6.8,14851,10615,119805,197,920476,64,3061,1,4,6.6,14943,14243,119880,226,377710,52,3068,0,3,0
7.0,18472,14110,118311,209,133252,36,2807,1,9,7.0,16248,16714,115743,201,486997,48,2033,0,7,0
6.8,14603,14712,104119,165,464772,44,3463,0,5,7.0,15954,10292,103330,175,215083,44,4114,1,7,1
6.8,16262,15446,107013,180,149245,55,3347,1,7,7.4,18981,17845,137956,202,543993,48,6251,0,11,1
7.2,18798,16287,142236,195,443711,64,3518,1,12,6.8,19013,18291,159202,186,123363,56,5213,0,10,1
10.8,36834,36300,116370,124,521012,0,2851,1,23,10.8,36383,40310,99563,105,303828,0,3033,0,23,0
6.8,17141,15669,129580,218,227433,51,1966,1,8,6.8,15861,13598,136845,195,426393,62,2746,0,4,0
7.0,15505,11605,130310,241,335114,40,3800,1,3,7.4,16972,11761,152911,232,1076221,79,3662,0,5,1
11.2,37055,36425,119575,119,449695,0,3440,0,24,11.8,38247,57555,123787,109,277609,0,4842,1,33,1
7.2,18648,19083,137962,204,348558,52,2543,0,10,7.0,18944,20546,134292,210,398119,40,2154,1,11,1
7.0,17100,16596,109106,232,342859,32,3025,1,8,7.2,15335,12183,128179,184,402212,60,4370,0,5,0
7.2,18386,14820,138017,186,367165,64,2266,1,10,7.2,17987,17311,135960,215,331150,60,3162,0,9,1
6.8,17304,17227,130026,172,163672,56,3674,0,6,7.0,19669,23348,117762,193,252915,48,2939,1,15,1
9.8,41342,37872,196661,232,424572,21,3307,1,24,10.2,36445,41596,184540,135,576383,68,2440,0,21,0
7.0,16864,16594,146995,221,341238,60,3494,0,5,6.8,16271,20808,120085,205,240852,35,2516,1,7,1
10.6,36722,31729,191099,225,695993,16,3722,1,17,10.0,35436,27927,189747,213,315513,48,3631,0,17,0
6.8,16003,13296,109701,208,517557,52,2348,1,6,6.8,17575,13583,148721,239,560108,52,965,0,7,1
10.8,35230,52018,128726,97,433284,0,2585,0,20,11.4,38861,54246,113598,109,409235,0,6536,1,30,0
7.2,16028,14697,127956,199,193267,48,1883,1,6,7.4,18283,16909,124321,227,351609,48,2143,0,10,1
10.2,41910,38433,191153,220,207289,20,7265,1,28,8.8,31089,24022,153101,161,668779,58,2119,0,15,0
10.8,44216,54860,187729,213,492389,10,6446,0,36,10.2,39095,51747,189520,205,467164,33,2710,1,25,0
6.8,17501,14180,110515,184,313431,48,1861,1,10,7.0,18123,15374,127821,204,297393,56,3428,0,10,0
9.6,34818,34790,145137,197,757212,8,3318,1,19,9.6,35491,36866,162906,236,443914,4,4506,0,14,1
6.6,16212,14240,112716,232,293584,43,4422,1,5,7.4,19296,18307,147028,226,359913,48,4581,0,10,1
6.4,16322,13482,98673,145,215611,56,5167,0,8,6.6,17048,16927,115142,197,157376,40,2698,1,8,1
4.8,10279,5871,47495,135,156056,24,2784,0,2,5.4,11045,9284,75071,164,792318,28,1085,1,3,1
6.4,14630,8773,112195,191,282115,57,2950,0,4,7.0,18958,12051,137181,247,393391,50,2503,1,7,1
7.0,19534,18213,144330,200,397162,68,3739,0,12,6.0,13629,12376,96655,181,255482,48,1514,1,2,0
7.2,18155,18598,133795,254,286146,48,4950,0,9,6.6,14331,14302,120898,168,287010,51,2161,1,4,0
7.0,18076,18575,115983,186,453206,52,2252,1,10,7.0,17339,17746,130037,218,358572,64,2714,0,7,1
6.8,15273,11068,134861,222,608679,54,4573,0,3,7.2,15933,12563,132028,231,242350,61,5758,1,5,0
6.4,15608,14820,103158,181,401006,44,2968,1,5,7.4,19246,18714,161225,205,383811,76,5321,0,11,1
6.6,15616,12384,112132,211,449689,48,2766,1,5,7.0,16532,13547,120693,220,304323,44,3657,0,7,1
7.0,15720,11592,132661,219,519718,60,4485,1,4,6.6,16227,12570,129493,226,390539,47,2792,0,6,1
7.4,18611,13246,167449,245,418552,71,946,1,7,7.0,14743,8564,127570,229,243017,58,3058,0,2,0
7.0,17003,17807,113807,196,290508,48,1868,1,8,7.2,17155,15260,125222,179,366707,63,3305,0,8,0
6.6,15047,12664,107996,202,397158,44,3322,0,4,7.4,18183,13043,144577,247,417997,64,1683,1,10,1
7.2,17534,13814,122357,226,282692,48,6949,1,8,7.2,17167,18659,148602,258,317181,60,2147,0,6,1
6.8,16815,13819,191724,219,219563,44,2220,1,7,7.2,17204,13199,132819,200,236022,56,2179,0,10,1
7.0,17654,13815,127856,205,336716,46,2264,1,9,6.6,16952,18384,144013,195,244859,56,1822,0,7,1
7.0,17303,16074,101614,209,298826,44,4523,1,9,7.0,19173,17243,144968,222,460878,60,3663,0,10,1
7.0,16647,15755,148481,207,408403,72,2437,1,7,7.2,17812,16703,129774,215,469469,52,3647,0,9,1
7.2,15785,13762,136287,221,416435,52,4970,0,4,7.4,17039,15602,129203,216,393481,56,3834,1,5,1
7.0,15884,13713,137484,206,746945,72,1374,0,6,7.0,17640,14152,134820,220,205206,56,3130,1,8,1
7.0,19841,18300,134265,231,316112,52,3246,1,13,6.6,16223,14375,100564,177,209109,24,2603,0,7,1
7.0,16973,12469,138017,221,302463,48,2323,0,7,7.0,17944,17807,158074,193,469415,80,6149,1,6,1
7.4,18014,15091,135297,269,295615,40,2749,0,7,6.4,13822,9317,102624,216,327406,36,2317,1,2,0
7.2,19851,22526,142650,205,860457,64,2181,1,13,7.0,15103,16719,112726,209,388000,40,2638,0,5,0
6.6,16592,18261,118422,192,274587,48,2737,1,6,6.6,16091,12412,96051,184,212120,28,2786,0,6,0
7.2,16607,14169,150874,229,365948,64,1932,0,5,7.0,14281,7764,125343,216,296253,60,2096,1,2,1
7.0,16378,14769,106403,215,396944,44,1683,0,6,7.2,19665,15753,150260,253,1037119,72,5675,1,9,1
6.8,17439,11223,107908,245,342870,42,3039,1,7,6.6,15095,14854,136491,199,307100,57,2290,0,3,0
6.6,17357,14166,115934,219,619908,44,5237,1,7,6.8,16175,14071,121361,220,229161,55,4235,0,6,1
6.6,15554,13261,126572,216,143199,44,4898,1,5,7.0,15269,12709,128210,199,168656,53,3464,0,6,0
7.6,16850,13379,155519,262,492142,60,4370,1,4,6.6,13118,9656,112725,193,291154,52,3598,0,1,0
7.0,16489,16173,127297,218,299996,68,3804,0,5,6.8,15530,13666,116490,242,446871,36,2075,1,5,0
6.8,18489,14156,131049,220,467273,52,3164,1,9,6.6,16200,9005,120406,224,609388,56,2625,0,5,0
6.8,15381,14314,121402,208,290657,46,2391,0,4,7.4,16682,12772,139403,219,321778,66,5122,1,6,1
7.0,16437,16834,113254,207,374192,44,2377,0,8,6.4,16335,16358,116293,185,410675,43,1480,1,7,0
7.0,14786,12117,135824,253,328059,45,4886,0,1,7.0,18162,10336,141612,263,276702,56,2297,1,6,1
11.0,36916,43435,102122,104,496493,0,4191,0,25,11.0,35734,38512,96164,102,627412,0,2059,1,20,1
6.4,15281,12559,92179,167,408522,28,1971,0,5,7.6,23784,22686,148475,234,336125,53,6714,1,19,1
6.6,14113,8392,123203,222,321533,58,4038,0,1,7.4,19013,15736,142826,253,192574,56,2842,1,9,1
7.4,15942,12215,141865,222,485599,61,3617,1,3,7.4,16722,13536,128482,223,387102,59,2187,0,6,0
6.8,16931,12006,116643,200,475959,48,5616,1,7,7.2,16583,14816,128937,206,330406,64,4013,0,6,0
7.2,18875,16043,120740,203,552406,68,5234,1,12,6.8,14241,12657,111599,188,406330,52,4811,0,2,0
7.2,19608,16048,150165,225,483219,61,4323,1,12,7.2,15317,13153,140290,213,372856,55,4237,0,4,0
7.2,16495,13713,136701,219,414037,48,4395,0,5,7.0,18402,16779,127872,227,229703,48,3997,1,10,1
6.8,17524,18744,135122,196,366521,64,2709,0,7,6.6,17450,17189,120517,204,210410,50,2035,1,10,1
7.0,16527,15624,108329,220,264968,35,4577,1,7,6.8,16440,14837,108937,203,188571,36,2695,0,7,0
6.8,16920,13404,128640,184,315117,71,3885,1,6,6.4,16070,16531,113983,196,468236,44,3120,0,7,1
7.0,16359,14858,130416,212,380848,50,7084,0,7,6.8,15048,12723,109840,193,247427,48,5028,1,4,1
6.6,17079,14581,110504,241,328527,40,7094,0,5,7.0,17085,14935,135359,178,1046012,72,3730,1,8,1
7.4,18409,15347,141114,228,470539,60,4944,0,9,6.8,16083,16685,130951,203,387762,52,1613,1,5,0
6.8,18515,17073,133665,197,331305,53,2000,1,12,6.8,14765,13549,133845,197,410911,54,3540,0,3,0
7.2,18739,14188,130229,215,240100,48,5319,0,8,7.0,20005,22654,134875,177,458178,60,1400,1,16,1
6.6,14928,12469,117404,186,248431,60,3918,1,4,7.4,19526,21022,136204,229,483558,44,3541,0,11,1
6.6,16789,14304,108856,163,299386,52,1599,1,7,7.2,16572,16563,123008,218,661591,52,4252,0,6,1
6.8,15661,12832,126241,214,492554,56,2801,0,4,7.2,18931,16376,122074,244,384970,44,3641,1,11,1
7.0,17832,11829,160141,226,200001,76,3452,1,6,7.4,16983,13617,128611,226,325390,52,2738,0,7,1
7.2,18816,16387,128995,204,617431,50,1426,0,11,7.2,18449,19344,114444,224,274045,44,1029,1,10,0
6.8,16480,11326,114152,221,526829,49,2325,1,6,7.4,16852,11012,109333,247,331129,64,2882,0,5,0
7.0,14455,11210,106403,214,380159,48,2535,0,2,6.8,15941,13517,133241,219,361115,68,4371,1,2,1
6.8,17734,14405,134030,205,512436,55,3814,0,8,6.8,19113,14945,116704,223,194518,40,3883,1,9,1
6.6,16133,19856,74860,135,307496,20,2638,0,9,7.0,17588,20309,131211,214,393256,48,2563,1,8,1
7.4,20117,17540,155632,261,304464,68,2697,0,14,6.6,15424,14924,124040,232,338814,52,2989,1,3,0
7.0,16641,12240,111801,223,298750,40,2356,1,6,6.8,17093,15218,129975,229,508838,36,3078,0,7,1
6.8,16632,13769,124397,196,361010,48,3221,1,8,7.4,18289,17453,127472,228,654890,52,3859,0,9,1
6.8,15113,12853,105855,168,363164,58,1748,1,5,6.6,15915,15505,102532,221,312998,42,3025,0,4,1
6.6,13928,9399,121981,202,322703,60,3163,0,1,7.0,17037,13242,125361,249,244109,50,2142,1,7,1
9.8,36001,39819,132378,160,296452,8,2391,0,25,9.8,40812,42971,178154,231,191648,7,4677,1,21,0
6.8,17939,16611,135567,212,494575,52,2899,0,9,7.0,17609,14488,118799,186,219476,44,2859,1,8,1
10.2,39690,41893,179514,197,390372,20,4485,0,28,10.4,42957,51267,215262,256,487416,15,6692,1,31,0
11.0,35558,48344,98339,94,398779,0,2888,1,22,11.4,38773,55470,126500,115,311795,0,5033,0,28,1
7.2,17151,13171,141364,223,284090,73,2976,1,7,7.0,15542,10321,127258,271,221381,42,3702,0,2,0
11.2,38496,48463,127583,107,657074,0,4046,1,27,11.4,38217,48729,113842,112,398191,0,4532,0,29,1
10.8,35550,38733,101859,109,253792,0,4075,1,21,11.0,39510,54552,132141,116,312118,0,5085,0,29,1
6.2,15789,13433,105830,190,453020,36,1999,0,6,6.8,20440,19331,101591,190,248225,40,5345,1,14,1
6.8,16604,13941,108665,199,340861,47,1874,1,8,6.8,16242,14846,129451,229,528146,36,2357,0,5,0
12.0,42307,67093,131448,85,171106,0,5377,0,40,11.8,40054,56804,116593,105,390271,0,2554,1,34,0
7.0,16282,10543,158949,233,996213,66,4697,0,6,7.2,15745,11784,217402,230,294665,46,4670,1,4,1
6.6,16378,14767,143787,220,497799,60,3643,1,5,6.8,15354,12471,145473,231,184792,64,3909,0,3,0
7.0,16466,13349,133410,233,394238,64,1431,1,6,7.0,15611,12941,129118,199,254941,56,2896,0,6,0
7.0,18778,19804,115935,182,168337,52,2213,1,13,7.0,19341,14879,110266,162,229128,39,2916,0,12,0
6.4,15936,13059,102684,188,251699,36,2951,1,7,6.8,17367,14047,135089,218,595027,43,4022,0,5,1
7.0,19483,22963,170415,169,494650,38,2583,1,18,6.6,16369,17494,112711,180,448660,52,1904,0,5,0
6.6,16825,15477,112450,199,428714,36,3560,0,8,6.8,17776,14378,105751,134,249101,46,4091,1,12,1
6.4,15873,14003,117405,187,541749,56,2503,0,6,7.0,19715,19000,135434,238,512721,56,3775,1,11,1
7.2,16997,13610,160102,234,310460,80,3902,1,7,7.0,15268,12284,116992,210,343978,44,2478,0,5,0
6.6,17086,18281,116066,201,548260,38,1871,1,10,6.8,17585,20519,122576,204,493617,44,2585,0,10,1
7.2,17377,19573,136161,200,388690,64,1792,0,8,6.8,15588,15030,125199,183,321927,59,2443,1,5,1
7.2,17815,21570,133736,187,335481,52,2460,1,12,6.6,15985,17654,113554,204,371421,43,3625,0,6,0
7.2,18314,16027,160332,238,244763,72,4189,1,7,7.0,16745,14446,119907,224,409733,43,3775,0,6,0
7.0,15905,10645,127318,221,346878,50,2695,0,4,7.0,16248,15718,131936,221,463852,70,2393,1,5,1
7.0,16881,17020,131650,221,371901,52,3546,0,5,6.8,18083,16096,122305,226,239725,39,1388,1,10,0
7.0,18050,16574,149849,205,327494,71,3505,1,8,6.8,17664,15423,141222,228,532635,44,2499,0,9,1
7.2,17465,11198,123655,214,353756,56,1810,0,6,7.0,17173,12388,140906,236,383381,64,2438,1,7,1
6.6,15146,12067,115583,174,431474,52,3231,1,6,7.0,17122,15668,133118,197,341319,56,5557,0,8,1
6.8,14158,10305,104969,216,383004,44,1658,1,1,7.2,13563,9719,103759,207,263134,52,3203,0,2,0
9.8,34612,49355,181836,182,1036241,28,3879,0,19,10.0,40898,56063,196355,197,1199337,20,4518,1,26,0
12.0,41794,64618,137338,104,540058,0,7169,0,39,11.0,37637,47988,102278,93,197453,0,3227,1,28,0
7.2,22636,21289,123097,248,197854,39,2960,1,19,6.0,14799,11632,107873,186,398758,51,1529,0,3,0
7.0,16722,12780,128081,236,545601,64,2547,0,4,6.8,15201,10790,107582,221,217552,51,4106,1,3,0
9.0,28796,26143,126544,177,279135,9,2501,0,12,10.0,41203,46310,218882,252,477158,30,5263,1,26,1
10.8,35390,42609,102041,98,1010899,0,2910,0,19,11.8,40507,59034,136982,113,684379,0,3122,1,32,1
